RowID,PropertyZip,SquareFeet,Latitude,Longitude,Elevation,PropertyCountyLandUseCode,NoOfStories,StoryTypeStdCode,ImprovementMarketValue,TotalMarketValue,MarketValueYear
01CE7CBA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.298533,-94.784461,2.9,RR101,1,,142120,161190,2018
01D06EBA-6FCB-E811-80C3-3863BB430E3F,77550,3833,29.292738,-94.807197,2.7,RR101,1,,89720,103980,2018
01ED5CBA-6FCB-E811-80C3-3863BB430E3F,77554,5968,29.142642,-95.041302,2.2,RR101,2,,265900,294210,2018
01FC5CBA-6FCB-E811-80C3-3863BB430E3F,77550,2570,29.301774,-94.775716,4.3,RR101,1,,66230,74360,2018
01FF5CBA-6FCB-E811-80C3-3863BB430E3F,77554,5968,29.204923,-94.937143,2.6,RR101,1,,189140,238940,2018
02037ABA-6FCB-E811-80C3-3863BB430E3F,77554,7013,29.203759,-94.945423,1.5,RR101,1,,54420,66210,2018
02047ABA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.292322,-94.802494,2.9,RR101,1,,83600,102670,2018
02067ABA-6FCB-E811-80C3-3863BB430E3F,77550,1220,29.291268,-94.807456,2.7,RR101,1,,58030,62600,2018
020B7ABA-6FCB-E811-80C3-3863BB430E3F,77551,8015,29.277806,-94.840546,1.5,RR101,1,,158950,185550,2018
021368BA-6FCB-E811-80C3-3863BB430E3F,77550,2091,29.295913,-94.783993,3.4,RR101,1,,70310,78110,2018
021468BA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.278437,-94.81981,3.6,RR101,1,,106430,131190,2018
02147ABA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.29703,-94.785052,2.9,RR101,2,,102450,109120,2018
02218BBA-6FCB-E811-80C3-3863BB430E3F,77554,14375,29.127758,-95.072881,1.3,RR101,,,250340,275550,2018
022B68BA-6FCB-E811-80C3-3863BB430E3F,77554,13765,29.150934,-95.023487,0.8,RR101,2,,616500,960760,2018
022C68BA-6FCB-E811-80C3-3863BB430E3F,77551,6273,29.275934,-94.835072,1.5,RR101,2,,107690,127890,2018
022C8BBA-6FCB-E811-80C3-3863BB430E3F,77550,2788,29.291724,-94.790559,3,RR101,2,,271740,282150,2018
024392BA-6FCB-E811-80C3-3863BB430E3F,77551,6708,29.27247,-94.840124,1.5,RR101,1,,84100,94500,2018
024B85BA-6FCB-E811-80C3-3863BB430E3F,77550,2265,29.298896,-94.790547,2.6,RR101,1.5,,207550,224590,2018
024B8EBA-6FCB-E811-80C3-3863BB430E3F,77554,6926,29.215135,-94.950048,1.1,RR101,1.5,,569520,885470,2018
024C92BA-6FCB-E811-80C3-3863BB430E3F,77554,8756,29.216785,-94.93614,1.5,RR101,2,,737580,900000,2018
024E92BA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.284799,-94.815662,3,RR101,1,,132440,157190,2018
025285BA-6FCB-E811-80C3-3863BB430E3F,77554,17772,29.21681,-94.932102,1.4,RR101,2,,575610,795000,2018
026285BA-6FCB-E811-80C3-3863BB430E3F,77554,9322,29.128834,-95.073179,1.4,RR101,2,,324290,340630,2018
026577BA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.30574,-94.786848,2.2,RR101,1,,331210,353260,2018
026683BA-6FCB-E811-80C3-3863BB430E3F,77554,10019,29.283944,-94.874474,1.6,RR101,1,,88250,188250,2018
026C77BA-6FCB-E811-80C3-3863BB430E3F,77550,3441,29.291555,-94.811071,2.6,RR101,1,,94520,105480,2018
027577BA-6FCB-E811-80C3-3863BB430E3F,77550,2526,29.294582,-94.799533,2.7,RR101,1,,101870,109970,2018
027877BA-6FCB-E811-80C3-3863BB430E3F,77550,2526,29.301248,-94.789436,2.5,RR101,2,,154320,177000,2018
029F72BA-6FCB-E811-80C3-3863BB430E3F,77551,3006,29.288374,-94.830079,2.1,RR101,1,,97120,107620,2018
02A56ABA-6FCB-E811-80C3-3863BB430E3F,77554,5097,29.134887,-95.051713,2.7,RR101,1,,213170,250000,2018
02AF72BA-6FCB-E811-80C3-3863BB430E3F,77551,7449,29.259434,-94.841568,1.5,RR101,1,,187480,215760,2018
02DE6EBA-6FCB-E811-80C3-3863BB430E3F,77550,4661,29.292786,-94.802234,2.8,RR101,1,,78550,93340,2018
02E762BA-6FCB-E811-80C3-3863BB430E3F,77554,8668,29.193439,-94.984009,0.7,RR101,1,,219420,413000,2018
02E86EBA-6FCB-E811-80C3-3863BB430E3F,77551,6403,29.281315,-94.814582,3.6,RR101,1,,94400,117980,2018
02E97FBA-6FCB-E811-80C3-3863BB430E3F,77550,3833,29.285077,-94.801256,4,RR101,1,,102330,116630,2018
02ED6EBA-6FCB-E811-80C3-3863BB430E3F,77554,12153,29.141698,-95.054597,0.6,RR101,2,,255520,551000,2018
02ED7FBA-6FCB-E811-80C3-3863BB430E3F,77551,6403,29.259252,-94.843176,1.5,RR101,1,,194300,222080,2018
02F17FBA-6FCB-E811-80C3-3863BB430E3F,77554,6578,29.192088,-94.981118,1.5,RR101,1,,166330,258850,2018
02F27FBA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.298709,-94.789484,2.6,RR101,1,,163320,182430,2018
02F57FBA-6FCB-E811-80C3-3863BB430E3F,77550,5924,29.286493,-94.801375,3.7,RR101,1,,140180,162250,2018
030663BA-6FCB-E811-80C3-3863BB430E3F,77551,9060,29.265204,-94.841971,1.4,RR101,1.5,,342900,439000,2018
03075DBA-6FCB-E811-80C3-3863BB430E3F,77551,6665,29.27538,-94.817012,4.2,RR101,1,,160090,197730,2018
030863BA-6FCB-E811-80C3-3863BB430E3F,77554,5532,29.297807,-94.910052,0.5,RR101,1.5,,338950,424870,2018
030E8BBA-6FCB-E811-80C3-3863BB430E3F,77554,5401,29.301997,-94.908913,1.4,RR101,2,,428250,588600,2018
03128BBA-6FCB-E811-80C3-3863BB430E3F,77551,6578,29.268277,-94.84229,1.5,RR101,1,,83200,103660,2018
032068BA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.304191,-94.783907,2.5,RR101,2.5,,433030,455000,2018
032368BA-6FCB-E811-80C3-3863BB430E3F,77554,9583,29.200986,-94.945372,1.6,RR101,1,,263910,299970,2018
033765BA-6FCB-E811-80C3-3863BB430E3F,77551,7362,29.273794,-94.822783,3.1,RR101,1,,168720,193450,2018
033C65BA-6FCB-E811-80C3-3863BB430E3F,77551,2962,29.277828,-94.823987,2.9,RR101,1,,89470,101850,2018
034165BA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.303837,-94.77507,3.2,RR101,2,,106810,141640,2018
03438EBA-6FCB-E811-80C3-3863BB430E3F,77554,5184,29.215827,-94.949217,0.9,RR101,1.5,,272780,455350,2018
034583BA-6FCB-E811-80C3-3863BB430E3F,77550,3964,29.288264,-94.794729,4.1,RR101,2,,157860,172610,2018
034D83BA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.283098,-94.828775,1.9,RR101,1,,168030,177930,2018
035065BA-6FCB-E811-80C3-3863BB430E3F,77550,2526,29.299306,-94.783178,3,RR101,1,,106810,121120,2018
035183BA-6FCB-E811-80C3-3863BB430E3F,77550,1699,29.287496,-94.799239,3.8,RR101,1,,70470,76830,2018
035783BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.302802,-94.777486,3,RR101,1,,99390,118460,2018
035A83BA-6FCB-E811-80C3-3863BB430E3F,77554,5968,29.215467,-94.915005,1.8,RR101,1,,242590,354790,2018
036183BA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.291287,-94.80695,2.8,RR101,2,,200650,219710,2018
036283BA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.29008,-94.822377,2.3,RR101,1,,74710,99470,2018
03638EBA-6FCB-E811-80C3-3863BB430E3F,77550,2309,29.297653,-94.80712,2.2,RR101,2,,63630,71010,2018
038B6ABA-6FCB-E811-80C3-3863BB430E3F,77554,6229,29.138983,-95.04868,1.4,RR101,1,,153700,182010,2018
03905FBA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.282689,-94.828472,1.8,RR101,2,,63500,73400,2018
03975FBA-6FCB-E811-80C3-3863BB430E3F,77554,4792,29.299173,-94.913005,1.5,RR101,1,,101220,189990,2018
03A06ABA-6FCB-E811-80C3-3863BB430E3F,77550,3746,29.295367,-94.782085,4.8,RR101,1,,133630,147550,2018
03A16ABA-6FCB-E811-80C3-3863BB430E3F,77551,3485,29.279939,-94.82644,1.5,RR101,1,,86470,100990,2018
03A35FBA-6FCB-E811-80C3-3863BB430E3F,77554,10001,29.260255,-94.872192,1.5,RR101,2,,466000,660000,2018
03A46ABA-6FCB-E811-80C3-3863BB430E3F,77550,1525,29.293465,-94.785642,3.7,RR101,1,,70650,75460,2018
03A86ABA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.304617,-94.77658,2.9,RR101,,,48772,55131,2018
03A96ABA-6FCB-E811-80C3-3863BB430E3F,77554,13024,29.28186,-94.870861,1.5,RR101,1,,176020,246150,2018
03AA5FBA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.293609,-94.797656,2.9,RR101,1,,50520,69680,2018
03AB6ABA-6FCB-E811-80C3-3863BB430E3F,77554,18252,29.140117,-95.053359,0.6,RR101,1,,758600,1105160,2018
03AB6CBA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.305206,-94.777956,2.7,RR101,2,,260910,279990,2018
03AF6CBA-6FCB-E811-80C3-3863BB430E3F,77551,4182,29.28308,-94.815052,3.3,RR101,1,,100690,116280,2018
03BA7CBA-6FCB-E811-80C3-3863BB430E3F,77554,5968,29.296124,-94.917052,0.3,RR101,2,BMT,363320,430940,2018
03BC72BA-6FCB-E811-80C3-3863BB430E3F,77550,8364,29.300413,-94.80358,2.2,RR101,1,,74700,89780,2018
03BE6CBA-6FCB-E811-80C3-3863BB430E3F,77554,14810,29.173096,-94.98604,1.2,RR101,2,,376280,476140,2018
03C07CBA-6FCB-E811-80C3-3863BB430E3F,77554,3877,29.238829,-94.882723,2.9,RR101,1,,33320,35120,2018
03CB6EBA-6FCB-E811-80C3-3863BB430E3F,77550,4356,29.315263,-94.768427,2.6,RR101,1,,126020,161320,2018
03D46EBA-6FCB-E811-80C3-3863BB430E3F,77554,8799,29.205388,-94.948248,1.5,RR101,2,,210340,225140,2018
03D76EBA-6FCB-E811-80C3-3863BB430E3F,77554,13286,29.239181,-94.907091,1.5,RR101,2,,81550,94000,2018
03F97FBA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.27597,-94.828896,1.5,RR101,1.5,,181690,190090,2018
03FD5CBA-6FCB-E811-80C3-3863BB430E3F,77551,2962,29.285645,-94.819738,3,RR101,1,,48120,60500,2018
040563BA-6FCB-E811-80C3-3863BB430E3F,77554,6882,29.182862,-94.976109,1.5,RR101,1,,103580,124000,2018
04057ABA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.298122,-94.786475,2.7,RR101,,,142580,158780,2018
040BC8B5-6FCB-E811-80C3-3863BB430E3F,77551,6273,29.276209,-94.834734,1.5,RR101,2,,149550,169750,2018
04107ABA-6FCB-E811-80C3-3863BB430E3F,77551,8973,29.287219,-94.81522,2.8,RR101,2,,492260,532160,2018
041468BA-6FCB-E811-80C3-3863BB430E3F,77554,22390,29.166935,-94.999681,3,RR101,2,,350360,422040,2018
042868BA-6FCB-E811-80C3-3863BB430E3F,77551,5140,29.291816,-94.819366,2.2,RR101,1,,88130,109330,2018
042968BA-6FCB-E811-80C3-3863BB430E3F,77551,10498,29.263013,-94.848333,1.5,RR101,1.5,,203590,278720,2018
042B68BA-6FCB-E811-80C3-3863BB430E3F,77554,6970,29.143569,-95.051839,1.2,RR101,1,,116380,285990,2018
043568BA-6FCB-E811-80C3-3863BB430E3F,77554,6011,29.139406,-95.043693,1.8,RR101,1,,126360,153450,2018
043B92BA-6FCB-E811-80C3-3863BB430E3F,77554,12632,29.257342,-94.870767,1.5,RR101,2,,874080,1002980,2018
044385BA-6FCB-E811-80C3-3863BB430E3F,77550,2396,29.294868,-94.802337,2.6,RR101,1,,97700,105260,2018
044E92BA-6FCB-E811-80C3-3863BB430E3F,77554,6229,29.142342,-95.046385,1.5,RR101,1,,230020,258330,2018
04568EBA-6FCB-E811-80C3-3863BB430E3F,77550,1437,29.302483,-94.778487,2.9,RR101,1,,18070,23490,2018
045785BA-6FCB-E811-80C3-3863BB430E3F,77551,8233,29.27732,-94.847173,1.5,RR101,2,,268690,375130,2018
045A85BA-6FCB-E811-80C3-3863BB430E3F,77550,3920,29.290841,-94.794206,3.4,RR101,1,,91970,106450,2018
045C85BA-6FCB-E811-80C3-3863BB430E3F,77550,3746,29.293553,-94.784836,4.5,RR101,2,,276080,290000,2018
045E77BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.28642,-94.803835,3.4,RR101,1,,129690,148760,2018
045E8EBA-6FCB-E811-80C3-3863BB430E3F,77551,5097,29.279944,-94.828157,1.4,RR101,1,,97190,105570,2018
046285BA-6FCB-E811-80C3-3863BB430E3F,77550,10062,29.285444,-94.806059,3.4,RR101,1,,113060,148430,2018
046383BA-6FCB-E811-80C3-3863BB430E3F,77551,9757,29.272805,-94.820974,3.8,RR101,1,,209740,251670,2018
046483BA-6FCB-E811-80C3-3863BB430E3F,77554,2962,29.175025,-94.98373,1.6,RR101,1,,131560,157030,2018
046583BA-6FCB-E811-80C3-3863BB430E3F,77551,4182,29.285499,-94.825194,2.5,RR101,1,,81650,99290,2018
046777BA-6FCB-E811-80C3-3863BB430E3F,77551,15594,29.290515,-94.818651,2.4,RR101,1,,341390,438890,2018
046783BA-6FCB-E811-80C3-3863BB430E3F,77554,13286,29.193735,-94.978477,1.4,RR101,1.5,,360840,495010,2018
046977BA-6FCB-E811-80C3-3863BB430E3F,77554,8799,29.198453,-94.945638,1.7,RR101,2,,464500,559000,2018
047477BA-6FCB-E811-80C3-3863BB430E3F,77551,7187,29.288524,-94.817473,2.6,RR101,1,,225460,270460,2018
047777BA-6FCB-E811-80C3-3863BB430E3F,77550,5009,29.297562,-94.782568,3.4,RR101,1,,85290,104040,2018
049D72BA-6FCB-E811-80C3-3863BB430E3F,77551,6142,29.2792,-94.829628,1.5,RR101,1,,106440,114930,2018
049F72BA-6FCB-E811-80C3-3863BB430E3F,77550,1481,29.287968,-94.797995,3.8,RR101,1,,55620,61340,2018
04C16CBA-6FCB-E811-80C3-3863BB430E3F,77550,3136,29.29717,-94.791723,2.7,RR101,1,,58670,70470,2018
04C36CBA-6FCB-E811-80C3-3863BB430E3F,77554,3572,29.199442,-94.943379,1.6,RR101,1,,120950,141200,2018
04C56CBA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.302822,-94.783435,2.6,RR101,1,,109860,131920,2018
04DB6EBA-6FCB-E811-80C3-3863BB430E3F,77551,7536,29.272631,-94.823717,2.7,RR101,1,,177650,202500,2018
04E562BA-6FCB-E811-80C3-3863BB430E3F,77550,2483,29.304149,-94.788043,2.4,RR101,1,,129330,140000,2018
04EB6EBA-6FCB-E811-80C3-3863BB430E3F,77554,19450,29.287421,-94.848905,1.2,RR101,2,BMT,499260,1085870,2018
04ED6EBA-6FCB-E811-80C3-3863BB430E3F,77551,3920,29.284496,-94.816821,3.1,RR101,1,,71750,88250,2018
04F06EBA-6FCB-E811-80C3-3863BB430E3F,77554,6229,29.144666,-95.044851,1.3,RR101,1,,231500,259810,2018
04F279BA-6FCB-E811-80C3-3863BB430E3F,77550,1655,29.295601,-94.811402,2.2,RR101,1,,,5280,2018
04F379BA-6FCB-E811-80C3-3863BB430E3F,77554,5401,29.214072,-94.937589,1.5,RR101,2,,676160,749060,2018
04F879BA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.280044,-94.826511,1.5,RR101,1,,109960,134710,2018
050180BA-6FCB-E811-80C3-3863BB430E3F,77550,10280,29.308076,-94.781565,2.1,RR101,1.5,,384500,419610,2018
050280BA-6FCB-E811-80C3-3863BB430E3F,77554,6490,29.131192,-95.057862,1.8,RR101,1.5,,168840,196140,2018
050863BA-6FCB-E811-80C3-3863BB430E3F,77554,2962,29.174582,-94.984451,1.6,RR101,1,,139760,165560,2018
050A5DBA-6FCB-E811-80C3-3863BB430E3F,77550,7841,29.299074,-94.803327,2.3,RR101,1,,67270,81960,2018
050B5DBA-6FCB-E811-80C3-3863BB430E3F,77551,5968,29.279839,-94.820204,3.5,RR101,1,,150130,174890,2018
050F5DBA-6FCB-E811-80C3-3863BB430E3F,77550,5358,29.292758,-94.810258,2.5,RR101,1,,81740,101790,2018
053065BA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.294885,-94.789178,2.8,RR101,1,,91750,110890,2018
053565BA-6FCB-E811-80C3-3863BB430E3F,77550,7710,29.2922,-94.808612,2.6,RR101,1,,126820,154170,2018
054465BA-6FCB-E811-80C3-3863BB430E3F,77551,2962,29.287429,-94.827226,2.2,RR101,,,,10500,2018
054883BA-6FCB-E811-80C3-3863BB430E3F,77551,5793,29.287559,-94.832325,1.5,RR101,1,,95480,105110,2018
054B65BA-6FCB-E811-80C3-3863BB430E3F,77550,5184,29.300061,-94.793414,2.4,RR101,1,,191980,234130,2018
05668EBA-6FCB-E811-80C3-3863BB430E3F,77550,3398,29.28926,-94.799732,3.4,RR101,1,,221660,234350,2018
057E77BA-6FCB-E811-80C3-3863BB430E3F,77554,5001,29.19446,-94.98476,1.3,RR101,1,,197500,308750,2018
057F77BA-6FCB-E811-80C3-3863BB430E3F,77550,5097,29.30044,-94.778593,3.1,RR101,1,,117850,134030,2018
058F5FBA-6FCB-E811-80C3-3863BB430E3F,77550,3049,29.290873,-94.805986,2.8,RR101,1.5,,91090,102560,2018
05945FBA-6FCB-E811-80C3-3863BB430E3F,77554,64687,29.118152,-95.073064,1.1,RR101,2,,411020,646020,2018
05A76ABA-6FCB-E811-80C3-3863BB430E3F,77550,5140,29.297576,-94.814286,1.9,RR101,1,,79580,95830,2018
05B37CBA-6FCB-E811-80C3-3863BB430E3F,77551,18382,29.277879,-94.844172,1.5,RR101,2,,335250,475870,2018
05BC72BA-6FCB-E811-80C3-3863BB430E3F,77554,5968,29.139925,-95.041192,1.5,RR101,1,,194000,290000,2018
05BE72BA-6FCB-E811-80C3-3863BB430E3F,77550,4269,29.305191,-94.776484,2.8,RR101,1,,230350,244540,2018
05C06CBA-6FCB-E811-80C3-3863BB430E3F,77551,6273,29.273938,-94.824856,2.6,RR101,1,,114420,135840,2018
05C272BA-6FCB-E811-80C3-3863BB430E3F,77551,9583,29.29065,-94.818167,2.4,RR101,2,,335000,395000,2018
05C97CBA-6FCB-E811-80C3-3863BB430E3F,77554,8886,29.183722,-94.974497,1.5,RR101,1,,143620,170020,2018
05CC6EBA-6FCB-E811-80C3-3863BB430E3F,77554,6055,29.141444,-95.052467,1.2,RR101,1,,198250,313770,2018
